id,subscription_info_id,user_id,subscription_start,subscription_end,deactivated_at,deactivated_by_id
2276,2,18593,22/1/2020 20:41,24/7/2020 20:41,,
2281,2,27831,23/1/2020 09:15,25/7/2020 09:15,,
2282,3,7544,23/1/2020 10:28,23/1/2021 10:28,,
2283,3,25454,23/1/2020 10:36,23/1/2021 10:36,,
2289,2,15497,23/1/2020 13:47,25/7/2020 13:47,,
2294,2,26595,23/1/2020 17:40,25/7/2020 17:40,,
2295,2,16732,3/3/2020 09:04,3/9/2020 09:04,,
2298,2,31005,23/1/2020 17:59,25/7/2020 17:59,,
2301,2,11695,23/1/2020 18:48,25/7/2020 18:48,,
2304,2,29762,23/1/2020 19:19,25/7/2020 19:19,,
2309,3,9103,23/1/2020 20:17,23/1/2021 20:17,,
2312,2,29218,23/1/2020 20:42,25/7/2020 20:42,,
2314,2,16236,23/1/2020 20:56,25/7/2020 20:56,,
2315,3,22767,23/1/2020 21:23,23/1/2021 21:23,,
2316,2,38162,23/1/2020 22:27,25/7/2020 22:27,,
2318,3,13430,24/1/2020 09:13,24/1/2021 09:13,,
2329,2,17335,24/1/2020 13:34,26/7/2020 13:34,,
2339,2,36889,24/1/2020 18:47,26/7/2020 18:47,,
2341,3,15099,13/2/2020 18:18,13/2/2021 18:18,,
2345,2,29696,29/1/2020 12:16,31/7/2020 12:16,,
2347,3,27959,25/1/2020 08:54,25/1/2021 08:54,,
2351,2,31061,25/1/2020 12:54,27/7/2020 12:54,,
2370,2,10789,31/1/2020 15:01,2/8/2020 15:01,,
2374,2,9275,25/1/2020 21:23,27/7/2020 21:23,,
2376,2,26023,21/7/2020 15:51,21/1/2021 15:51,,
2392,2,9610,26/1/2020 19:41,28/7/2020 19:41,,
2394,2,8245,26/1/2020 20:10,28/7/2020 20:10,,
2400,2,17721,27/1/2020 11:30,29/7/2020 11:30,,
2403,2,10940,3/8/2020 13:36,3/2/2021 13:36,,
2413,3,9277,10/3/2020 09:13,11/3/2021 09:13,,
2415,3,7529,27/1/2020 20:02,27/1/2021 20:02,,
2417,3,21899,6/2/2020 17:16,6/2/2021 17:16,,
2418,2,8275,27/1/2020 21:02,29/7/2020 21:02,,
2431,3,7927,28/1/2020 15:46,28/1/2021 15:46,,
2432,3,9363,28/1/2020 16:15,28/1/2021 16:15,,
2437,2,10625,28/1/2020 17:40,30/7/2020 17:40,,
2439,2,7589,12/2/2020 14:01,14/8/2020 14:01,,
2446,2,10005,29/1/2020 10:58,31/7/2020 10:58,,
2456,2,26284,26/2/2020 11:53,28/8/2020 11:53,,
2461,3,8955,27/2/2020 17:55,27/2/2021 17:55,,
2465,3,26972,30/1/2020 12:36,30/1/2021 12:36,,
2466,3,36154,30/1/2020 12:40,30/1/2021 12:40,,
2470,3,29434,30/1/2020 15:40,30/1/2021 15:40,,
2480,2,21378,30/1/2020 20:33,1/8/2020 20:33,,
2482,2,11429,31/1/2020 09:04,2/8/2020 09:04,,
2485,2,32261,7/2/2020 09:10,9/8/2020 09:10,,
2486,2,8720,31/1/2020 10:22,2/8/2020 10:22,,
2487,3,9236,31/1/2020 10:30,31/1/2021 10:30,,
2488,3,7545,31/1/2020 10:47,31/1/2021 10:47,,
2490,2,32831,31/1/2020 11:13,2/8/2020 11:13,,
2494,2,29327,31/1/2020 13:43,2/8/2020 13:43,,
2501,2,41680,31/1/2020 19:28,2/8/2020 19:28,,
2507,2,17556,3/2/2020 13:57,5/8/2020 13:57,,
2508,3,8799,1/2/2020 12:13,1/2/2021 12:13,,
2509,3,40691,1/2/2020 13:13,1/2/2021 13:13,,
2513,2,28277,2/2/2020 20:34,4/8/2020 20:34,,
2515,3,11279,5/2/2020 14:40,5/2/2021 14:40,,
2516,2,35039,5/2/2020 20:49,7/8/2020 20:49,,
2517,2,8923,9/2/2020 22:39,11/8/2020 22:39,,
2519,2,27274,12/2/2020 12:54,14/8/2020 12:54,,
2520,2,8870,13/2/2020 09:41,15/8/2020 09:41,,
2522,3,11333,17/2/2020 21:51,17/2/2021 21:51,,
2523,2,8454,18/2/2020 10:11,20/8/2020 10:11,,
2527,2,24186,18/2/2020 19:27,20/8/2020 19:27,,
2529,3,10705,18/2/2020 21:31,18/2/2021 21:31,,
2530,3,37739,18/2/2020 22:51,18/2/2021 22:51,,
2531,3,11364,19/2/2020 09:14,19/2/2021 09:14,,
2534,3,28950,19/2/2020 14:05,19/2/2021 14:05,,
2539,3,28503,29/3/2020 18:20,30/3/2021 18:20,,
2541,2,36972,20/2/2020 09:56,22/8/2020 09:56,,
2542,3,11670,20/2/2020 10:23,20/2/2021 10:23,,
2546,2,24678,20/2/2020 17:29,22/8/2020 17:29,,
2549,2,22372,20/2/2020 19:56,22/8/2020 19:56,,
2551,3,10940,3/2/2021 13:36,4/2/2022 13:36,,
2552,2,14756,21/2/2020 12:47,23/8/2020 12:47,,
2553,2,20162,21/2/2020 16:48,23/8/2020 16:48,,
2554,2,20311,21/2/2020 17:04,23/8/2020 17:04,,
2556,3,32259,21/2/2020 18:16,21/2/2021 18:16,,
2557,2,8670,22/2/2020 09:47,24/8/2020 09:47,,
2567,3,9059,28/2/2020 15:33,28/2/2021 15:33,,
2569,3,21207,2/3/2020 09:54,3/3/2021 09:54,,
2570,2,26614,2/3/2020 18:44,2/9/2020 18:44,,
2571,3,9336,3/3/2020 10:57,4/3/2021 10:57,,
2574,2,33465,10/3/2020 14:05,10/9/2020 14:05,,
2579,3,41742,10/3/2020 18:09,11/3/2021 18:09,,
2584,3,27875,10/3/2020 19:59,11/3/2021 19:59,,
2586,2,19122,10/3/2020 22:14,10/9/2020 22:14,,
2587,2,43675,10/3/2020 23:06,10/9/2020 23:06,,
2589,3,10069,11/3/2020 12:44,12/3/2021 12:44,,
2590,2,28081,6/7/2020 17:14,6/1/2021 17:14,,
2592,2,33572,11/3/2020 16:55,11/9/2020 16:55,,
2595,3,43204,11/3/2020 19:56,12/3/2021 19:56,,
2596,2,44418,11/3/2020 21:04,11/9/2020 21:04,,
2600,2,44576,12/3/2020 12:15,12/9/2020 12:15,,
2602,2,33490,12/3/2020 13:09,12/9/2020 13:09,,
2608,2,37026,12/3/2020 18:15,12/9/2020 18:15,,
2610,2,17380,12/3/2020 18:57,12/9/2020 18:57,,
2611,3,19108,12/3/2020 19:15,13/3/2021 19:15,,
2614,2,38230,12/3/2020 19:57,12/9/2020 19:57,,
2620,2,22621,13/3/2020 09:36,13/9/2020 09:36,,
2623,2,40811,13/3/2020 11:50,13/9/2020 11:50,,
2624,2,42894,13/3/2020 13:02,13/9/2020 13:02,,
2627,3,42154,13/3/2020 14:06,14/3/2021 14:06,,
2633,3,22072,13/3/2020 18:53,14/3/2021 18:53,,
2634,3,39582,13/3/2020 19:01,14/3/2021 19:01,,
2636,3,38329,13/3/2020 19:52,14/3/2021 19:52,,
2637,2,13613,13/3/2020 19:53,13/9/2020 19:53,,
2641,3,10856,13/3/2020 21:53,14/3/2021 21:53,,
2647,2,42487,14/3/2020 09:43,14/9/2020 09:43,,
2650,3,44924,14/3/2020 11:27,15/3/2021 11:27,,
2651,2,8015,14/3/2020 12:02,14/9/2020 12:02,,
2655,2,28620,14/3/2020 16:12,14/9/2020 16:12,,
2659,2,44363,14/3/2020 21:36,14/9/2020 21:36,,
2660,2,23787,14/3/2020 21:48,14/9/2020 21:48,,
2662,2,15118,14/3/2020 23:33,14/9/2020 23:33,,
2667,2,11390,15/3/2020 16:04,15/9/2020 16:04,,
2670,2,27604,6/6/2020 21:04,7/12/2020 21:04,,
2677,2,45326,18/3/2020 15:25,18/9/2020 15:25,,
2683,2,44660,19/3/2020 11:29,19/9/2020 11:29,,
2692,3,9131,19/3/2020 21:32,20/3/2021 21:32,,
2699,3,49363,20/3/2020 20:17,21/3/2021 20:17,,
2703,2,19486,21/3/2020 19:37,21/9/2020 19:37,,
2710,3,38439,22/3/2020 14:35,23/3/2021 14:35,,
2711,2,40935,11/4/2020 22:23,12/10/2020 22:23,,
2712,2,10017,22/3/2020 20:43,22/9/2020 20:43,,
2714,2,46953,23/3/2020 16:35,23/9/2020 16:35,,
2728,2,56005,26/4/2020 10:23,27/10/2020 10:23,,
2731,3,30015,28/4/2020 10:42,29/4/2021 10:42,,
2732,2,42184,28/4/2020 19:50,29/10/2020 19:50,,
2737,2,30194,5/5/2020 09:08,5/11/2020 09:08,,
2738,3,41357,4/5/2020 14:46,5/5/2021 14:46,,
2741,2,50657,4/5/2020 15:27,4/11/2020 15:27,,
2743,3,40908,4/5/2020 21:03,5/5/2021 21:03,,
2747,3,59635,5/5/2020 08:11,6/5/2021 08:11,,
2752,2,55947,5/5/2020 10:26,5/11/2020 10:26,,
2753,3,24369,5/5/2020 10:31,6/5/2021 10:31,,
2759,2,10005,31/7/2020 10:58,31/1/2021 10:58,,
2767,2,29953,10/6/2020 10:03,11/12/2020 10:03,,
2768,2,21487,5/5/2020 14:25,5/11/2020 14:25,,
2771,2,16519,5/5/2020 14:48,5/11/2020 14:48,,
2776,2,47734,5/5/2020 17:14,5/11/2020 17:14,,
2777,2,55889,5/5/2020 17:24,5/11/2020 17:24,,
2778,2,44571,5/5/2020 17:47,5/11/2020 17:47,,
2781,3,32959,5/5/2020 18:07,6/5/2021 18:07,,
2782,3,19833,5/5/2020 19:04,6/5/2021 19:04,,
2783,2,49501,5/5/2020 19:04,5/11/2020 19:04,,
2787,3,26489,6/5/2020 05:55,7/5/2021 05:55,,
2788,2,23969,6/5/2020 06:51,6/11/2020 06:51,,
2791,2,49072,6/5/2020 08:01,6/11/2020 08:01,,
2793,2,45846,6/5/2020 09:01,6/11/2020 09:01,,
2795,2,45725,6/5/2020 09:37,6/11/2020 09:37,,
2799,2,55972,6/5/2020 11:09,6/11/2020 11:09,,
2800,3,16159,6/5/2020 11:49,7/5/2021 11:49,,
2805,2,7661,15/5/2020 09:48,15/11/2020 09:48,,
2808,2,46696,6/5/2020 15:00,6/11/2020 15:00,,
2814,2,46600,6/5/2020 16:40,6/11/2020 16:40,,
2815,2,51326,6/5/2020 16:59,6/11/2020 16:59,,
2816,2,46005,6/5/2020 18:18,6/11/2020 18:18,,
2817,3,8024,6/5/2020 18:32,7/5/2021 18:32,,
2819,2,25390,6/5/2020 21:29,6/11/2020 21:29,,
2823,2,51185,7/5/2020 08:28,7/11/2020 08:28,,
2824,2,19456,29/6/2020 09:51,30/12/2020 09:51,,
2829,3,19719,7/5/2020 11:06,8/5/2021 11:06,,
2834,2,37049,7/5/2020 13:42,7/11/2020 13:42,,
2835,2,9505,7/5/2020 13:48,7/11/2020 13:48,,
2837,2,15449,7/5/2020 14:20,7/11/2020 14:20,,
2841,2,54160,7/5/2020 15:35,7/11/2020 15:35,,
2846,3,30213,7/5/2020 18:31,8/5/2021 18:31,,
2851,2,38772,7/5/2020 20:22,7/11/2020 20:22,,
2852,2,40768,7/5/2020 20:27,7/11/2020 20:27,,
2857,2,52292,8/5/2020 09:40,8/11/2020 09:40,,
2861,3,9500,29/5/2020 10:11,30/5/2021 10:11,,
2863,3,34635,8/5/2020 13:19,9/5/2021 13:19,,
2864,3,27219,8/5/2020 14:39,9/5/2021 14:39,,
2869,2,36319,8/5/2020 16:18,8/11/2020 16:18,,
2870,2,45582,8/5/2020 16:25,8/11/2020 16:25,,
2873,3,36652,8/5/2020 18:26,9/5/2021 18:26,,
2875,2,44169,8/5/2020 18:46,8/11/2020 18:46,,
2878,3,28443,8/6/2020 14:51,9/6/2021 14:51,,
2879,3,9168,16/6/2020 17:55,17/6/2021 17:55,,
2881,2,11675,9/5/2020 10:01,9/11/2020 10:01,,
2884,3,22578,9/5/2020 10:48,10/5/2021 10:48,,
2885,3,20517,9/5/2020 11:19,10/5/2021 11:19,,
2886,2,50469,9/5/2020 12:16,9/11/2020 12:16,,
2890,2,36505,9/5/2020 21:06,9/11/2020 21:06,,
2899,3,8359,9/5/2020 18:10,10/5/2021 18:10,,
2900,3,39753,9/5/2020 18:38,10/5/2021 18:38,,
2902,2,21571,9/5/2020 20:09,9/11/2020 20:09,,
2903,2,13613,13/9/2020 19:53,16/3/2021 19:53,,
2907,3,17160,10/5/2020 12:06,11/5/2021 12:06,,
2908,2,38699,10/5/2020 12:17,10/11/2020 12:17,,
2913,2,59729,10/5/2020 18:02,10/11/2020 18:02,,
2915,3,55126,10/5/2020 18:29,11/5/2021 18:29,,
2918,3,48584,11/5/2020 08:16,12/5/2021 08:16,,
2921,2,29657,16/5/2020 17:25,16/11/2020 17:25,,
2925,2,45855,21/5/2020 15:48,21/11/2020 15:48,,
2927,3,42098,22/5/2020 14:32,23/5/2021 14:32,,
2928,3,46451,22/5/2020 18:50,23/5/2021 18:50,,
2930,2,11709,26/5/2020 11:37,26/11/2020 11:37,,
2931,2,19115,29/5/2020 17:42,29/11/2020 17:42,,
2932,2,56986,1/6/2020 12:57,2/12/2020 12:57,,
2941,2,9287,9/6/2020 08:30,10/12/2020 08:30,,
2945,3,9396,9/6/2020 10:24,10/6/2021 10:24,,
2951,2,18657,9/6/2020 15:08,10/12/2020 15:08,,
2954,2,15967,9/6/2020 18:09,10/12/2020 18:09,,
2956,2,16236,25/7/2020 20:56,25/1/2021 20:56,,
2958,2,9495,9/6/2020 19:35,10/12/2020 19:35,,
2959,3,51366,9/6/2020 20:49,10/6/2021 20:49,,
2962,3,46670,10/6/2020 12:54,11/6/2021 12:54,,
2965,2,48323,10/6/2020 18:05,11/12/2020 18:05,,
2967,3,17721,29/7/2020 11:30,30/7/2021 11:30,,
2968,2,24173,10/6/2020 19:04,11/12/2020 19:04,,
2970,2,54599,11/6/2020 07:04,12/12/2020 07:04,,
2973,3,8127,11/6/2020 10:14,12/6/2021 10:14,,
2977,3,61555,11/6/2020 17:05,12/6/2021 17:05,,
2979,2,42009,11/6/2020 20:09,12/12/2020 20:09,,
2980,2,60663,11/6/2020 20:29,12/12/2020 20:29,,
2982,2,26595,25/7/2020 17:40,25/1/2021 17:40,,
2989,2,49845,12/6/2020 15:34,13/12/2020 15:34,,
2991,2,57815,12/6/2020 16:08,13/12/2020 16:08,,
2994,3,54054,12/6/2020 16:49,13/6/2021 16:49,,
3007,2,20365,14/6/2020 13:47,15/12/2020 13:47,,
3008,3,60420,14/6/2020 17:23,15/6/2021 17:23,,
3010,3,27491,14/6/2020 17:46,15/6/2021 17:46,,
3012,2,29218,25/7/2020 20:42,25/1/2021 20:42,,
3017,2,27604,7/12/2020 21:04,9/6/2021 21:04,,
3021,2,51491,18/6/2020 18:14,19/12/2020 18:14,,
3025,2,18609,3/7/2020 13:51,3/1/2021 13:51,,
3027,2,29598,7/7/2020 21:30,7/1/2021 21:30,,
3032,2,24392,18/7/2020 16:38,18/1/2021 16:38,,
3034,2,13169,22/7/2020 16:51,22/1/2021 16:51,,
3036,3,49211,20/7/2020 14:35,21/7/2021 14:35,,
3037,2,60299,20/7/2020 15:59,20/1/2021 15:59,,
3038,3,64052,20/7/2020 16:14,21/7/2021 16:14,,
3039,3,21752,20/7/2020 19:01,21/7/2021 19:01,,
3040,2,15633,20/7/2020 19:40,20/1/2021 19:40,,
3042,3,7727,21/7/2020 05:16,22/7/2021 05:16,,
3043,3,7939,21/7/2020 05:47,22/7/2021 05:47,,
3044,3,11429,2/8/2020 09:04,3/8/2021 09:04,,
3048,2,15497,25/7/2020 13:47,25/1/2021 13:47,,
3050,3,8275,29/7/2020 21:02,30/7/2021 21:02,,
3051,3,8231,21/7/2020 12:11,22/7/2021 12:11,,
3054,3,9406,21/7/2020 13:17,22/7/2021 13:17,,
3055,2,29887,21/7/2020 14:15,21/1/2021 14:15,,
3056,2,39201,21/7/2020 14:31,21/1/2021 14:31,,
3058,2,51103,21/7/2020 16:58,21/1/2021 16:58,,
3061,2,15269,21/7/2020 20:09,21/1/2021 20:09,,
3062,2,16732,3/9/2020 09:04,6/3/2021 09:04,,
3064,2,22977,22/7/2020 08:20,22/1/2021 08:20,,
3066,3,18263,22/7/2020 10:17,23/7/2021 10:17,,
3068,3,43267,22/7/2020 12:00,23/7/2021 12:00,,
3069,2,18593,24/7/2020 20:41,24/1/2021 20:41,,
3073,2,21284,22/7/2020 16:24,22/1/2021 16:24,,
3074,3,25476,22/7/2020 16:57,23/7/2021 16:57,,
3076,2,9610,28/7/2020 19:41,28/1/2021 19:41,,
3079,2,41853,23/7/2020 09:52,23/1/2021 09:52,,
3083,2,11325,24/7/2020 06:22,24/1/2021 06:22,,
3085,3,35924,24/7/2020 09:01,25/7/2021 09:01,,
3089,3,59170,24/7/2020 12:38,25/7/2021 12:38,,
3090,3,29360,24/7/2020 13:08,25/7/2021 13:08,,
3095,3,43668,24/7/2020 17:00,25/7/2021 17:00,,
3097,3,36005,24/7/2020 17:31,25/7/2021 17:31,,
3105,2,29327,2/8/2020 13:43,2/2/2021 13:43,,
3108,2,24186,20/8/2020 19:27,20/2/2021 19:27,,
3109,2,62659,26/7/2020 16:23,26/1/2021 16:23,,
3111,2,23310,26/7/2020 18:07,26/1/2021 18:07,,
3115,2,9125,28/7/2020 15:10,28/1/2021 15:10,,
3116,3,52243,29/7/2020 12:04,30/7/2021 12:04,,
3118,2,36889,2/8/2020 19:14,2/2/2021 19:14,,
3119,2,54500,2/8/2020 19:40,2/2/2021 19:40,,
3120,2,21378,4/8/2020 20:12,4/2/2021 20:12,,
3121,2,8821,5/8/2020 10:47,5/2/2021 10:47,,
3124,2,9275,8/8/2020 15:40,8/2/2021 15:40,,
3125,2,40811,13/9/2020 11:50,16/3/2021 11:50,,
3127,3,63808,10/8/2020 17:40,11/8/2021 17:40,,
3128,3,59342,10/8/2020 18:10,11/8/2021 18:10,,
3129,3,29762,10/8/2020 18:17,11/8/2021 18:17,,
3131,3,38162,11/8/2020 06:48,12/8/2021 06:48,,
3136,3,36990,11/8/2020 19:05,12/8/2021 19:05,,
3139,3,33960,12/8/2020 06:05,13/8/2021 06:05,,
3140,2,42487,14/9/2020 09:43,17/3/2021 09:43,,
3143,3,10625,12/8/2020 07:46,13/8/2021 07:46,,
3144,3,9147,12/8/2020 08:29,13/8/2021 08:29,,
3145,2,64302,12/8/2020 09:33,12/2/2021 09:33,,
3150,2,31061,12/8/2020 11:21,12/2/2021 11:21,,
3151,2,56301,12/8/2020 11:46,12/2/2021 11:46,,
3152,2,23877,12/8/2020 13:09,12/2/2021 13:09,,
3154,3,62972,12/8/2020 14:17,13/8/2021 14:17,,
3157,3,26442,12/8/2020 15:37,13/8/2021 15:37,,
3158,3,19888,12/8/2020 15:42,13/8/2021 15:42,,
3159,3,8884,12/8/2020 18:02,13/8/2021 18:02,,
3160,2,9888,7/9/2020 18:32,10/3/2021 18:32,,
3162,2,31362,12/8/2020 19:59,12/2/2021 19:59,,
3163,2,10127,13/8/2020 08:07,13/2/2021 08:07,,
3166,2,17335,13/8/2020 09:36,13/2/2021 09:36,,
3167,2,26284,28/8/2020 11:53,28/2/2021 11:53,,
3168,2,8282,13/8/2020 11:05,13/2/2021 11:05,,
3170,3,59524,13/8/2020 12:15,14/8/2021 12:15,,
3171,2,45756,13/8/2020 12:30,13/2/2021 12:30,,
3174,2,38230,12/9/2020 19:57,15/3/2021 19:57,,
3175,2,7801,13/8/2020 17:20,13/2/2021 17:20,,
3177,3,55972,6/11/2020 11:09,7/11/2021 11:09,,
3179,3,10583,14/8/2020 05:23,15/8/2021 05:23,,
3185,3,30426,14/8/2020 15:04,15/8/2021 15:04,,
3187,2,20311,23/8/2020 17:04,23/2/2021 17:04,,
3188,2,11390,15/9/2020 16:04,18/3/2021 16:04,,
3189,3,8822,14/8/2020 18:24,15/8/2021 18:24,,
3193,3,44213,14/8/2020 21:07,15/8/2021 21:07,,
3200,3,26233,15/8/2020 15:42,16/8/2021 15:42,,
3210,2,43839,16/8/2020 10:28,16/2/2021 10:28,,
3215,2,15118,14/9/2020 23:33,17/3/2021 23:33,,
3217,2,64105,16/8/2020 17:46,16/2/2021 17:46,,
3218,3,24273,9/4/2021 18:48,10/4/2022 19:48,,
3220,2,36972,22/8/2020 09:56,22/2/2021 09:56,,
3225,3,53147,19/8/2020 12:31,20/8/2021 12:31,,
3230,3,22366,24/8/2020 18:35,25/8/2021 18:35,,
3231,2,58524,25/8/2020 13:37,25/2/2021 13:37,,
3241,3,26614,5/9/2020 16:10,6/9/2021 16:10,,
3243,2,56349,8/9/2020 08:58,11/3/2021 08:58,,
3249,2,8245,14/9/2020 13:00,17/3/2021 13:00,,
3250,2,22372,14/9/2020 16:12,17/3/2021 16:12,,
3251,3,48323,11/12/2020 18:05,12/12/2021 18:05,,
3254,2,28277,15/9/2020 07:55,18/3/2021 07:55,,
3256,3,44363,15/9/2020 09:00,16/9/2021 09:00,,
3257,2,8670,15/9/2020 12:14,18/3/2021 12:14,,
3259,2,20162,16/9/2020 08:40,19/3/2021 08:40,,
3264,3,9271,29/7/2021 12:34,30/7/2022 13:34,,
3266,2,27831,16/9/2020 19:02,19/3/2021 19:02,,
3268,2,52703,17/9/2020 10:00,20/3/2021 10:00,,
3272,3,61365,18/9/2020 08:12,19/9/2021 08:12,,
3276,3,43675,18/9/2020 14:14,19/9/2021 14:14,,
3280,2,54933,18/9/2020 19:22,21/3/2021 19:22,,
3283,2,25390,6/11/2020 21:29,9/5/2021 21:29,,
3287,2,28620,19/9/2020 19:27,22/3/2021 19:27,,
3291,2,44194,20/9/2020 10:06,23/3/2021 10:06,,
3292,2,36505,9/11/2020 21:06,12/5/2021 21:06,,
3293,2,48444,20/9/2020 12:47,23/3/2021 12:47,,
3295,2,28637,20/9/2020 15:12,23/3/2021 15:12,,
3297,2,44660,22/9/2020 18:01,25/3/2021 18:01,,
3299,2,44576,23/9/2020 16:59,26/3/2021 16:59,,
3300,2,19486,23/9/2020 19:09,26/3/2021 19:09,,
3304,3,43132,30/9/2020 12:25,1/10/2021 12:25,,
3306,2,38314,30/9/2020 14:29,2/4/2021 14:29,,
3308,2,66444,2/10/2020 20:07,4/4/2021 20:07,,
3309,3,41058,4/10/2020 17:43,5/10/2021 17:43,,
3313,2,27274,9/10/2020 19:34,11/4/2021 19:34,,
3314,3,49072,6/11/2020 08:01,7/11/2021 08:01,,
3317,2,53064,12/10/2020 18:26,14/4/2021 18:26,,
3320,3,35472,13/10/2020 06:19,14/10/2021 06:19,,
3321,2,40935,13/10/2020 08:51,15/4/2021 08:51,,
3323,2,45582,8/11/2020 16:25,11/5/2021 16:25,,
3325,2,9505,7/11/2020 13:48,10/5/2021 13:48,,
3327,3,32213,13/10/2020 20:28,14/10/2021 20:28,,
3328,3,56005,27/10/2020 10:23,28/10/2021 10:23,,
3331,2,44171,14/10/2020 14:05,16/4/2021 14:05,,
3333,3,28827,14/10/2020 15:14,15/10/2021 15:14,,
3337,3,44418,14/10/2020 18:40,15/10/2021 18:40,,
3338,3,20089,15/10/2020 08:56,16/10/2021 08:56,,
3339,2,11610,15/10/2020 10:15,17/4/2021 10:15,,
3340,2,54841,15/10/2020 10:22,17/4/2021 10:22,,
3341,2,58022,15/10/2020 11:20,17/4/2021 11:20,,
3348,3,42524,16/10/2020 08:24,17/10/2021 08:24,,
3352,2,11709,26/11/2020 11:37,29/5/2021 11:37,,
3355,2,58443,16/10/2020 15:16,18/4/2021 15:16,,
3367,2,11569,17/10/2020 09:19,19/4/2021 09:19,,
3371,3,18612,17/10/2020 11:52,18/10/2021 11:52,,
3373,2,69766,17/10/2020 12:48,19/4/2021 12:48,,
3377,2,10976,17/10/2020 19:58,19/4/2021 19:58,,
3379,2,23159,18/10/2020 11:01,20/4/2021 11:01,,
3384,2,26023,21/1/2021 15:51,24/7/2021 15:51,,
3385,2,28718,18/10/2020 17:29,20/4/2021 17:29,,
3387,2,33327,18/10/2020 20:41,20/4/2021 20:41,,
3388,2,62514,19/10/2020 07:56,21/4/2021 07:56,,
3389,2,14870,19/10/2020 09:58,21/4/2021 09:58,,
3392,2,52949,19/10/2020 11:10,21/4/2021 11:10,,
3393,2,66910,19/10/2020 12:42,21/4/2021 12:42,,
3398,2,66386,20/10/2020 19:08,22/4/2021 19:08,,
3407,2,41518,29/10/2020 07:57,1/5/2021 07:57,,
3408,2,9312,30/10/2020 13:20,2/5/2021 13:20,,
3413,3,68786,2/11/2020 15:42,3/11/2021 15:42,,
3415,2,16519,5/11/2020 14:48,8/5/2021 14:48,,
3421,2,22412,5/11/2020 14:11,8/5/2021 14:11,,
3423,2,70343,5/11/2020 18:39,8/5/2021 18:39,,
3424,3,55947,6/11/2020 14:25,7/11/2021 14:25,,
3428,2,55889,7/11/2020 18:36,10/5/2021 18:36,,
3429,2,7589,8/11/2020 07:08,11/5/2021 07:08,,
3432,3,45855,21/11/2020 15:48,22/11/2021 15:48,,
3433,3,22621,9/11/2020 20:18,10/11/2021 20:18,,
3435,3,42184,10/11/2020 07:04,11/11/2021 07:04,,
3441,3,72950,10/11/2020 18:24,11/11/2021 18:24,,
3445,3,9676,11/11/2020 10:28,12/11/2021 10:28,,
3446,3,47734,11/11/2020 11:42,12/11/2021 11:42,,
3451,3,44571,11/11/2020 21:24,12/11/2021 21:24,,
3455,3,51326,12/11/2020 20:06,13/11/2021 20:06,,
3456,3,74488,12/11/2020 20:45,13/11/2021 20:45,,
3458,3,21571,13/11/2020 09:32,14/11/2021 09:32,,
3459,3,22506,21/2/2021 18:42,22/2/2022 18:42,,
3464,3,10940,4/2/2022 13:36,5/2/2023 13:36,,
3465,3,13430,24/1/2021 09:13,25/1/2022 09:13,,
3470,3,23969,14/11/2020 07:22,15/11/2021 07:22,,
3472,3,69661,14/11/2020 14:18,15/11/2021 14:18,,
3473,3,49501,14/11/2020 16:12,15/11/2021 16:12,,
3474,3,7661,15/11/2020 09:48,16/11/2021 09:48,,
3475,3,29218,25/1/2021 20:42,26/1/2022 20:42,,
3480,3,45326,15/11/2020 10:05,16/11/2021 10:05,,
3481,3,7945,15/11/2020 15:23,16/11/2021 15:23,,
3484,3,44169,15/11/2020 17:23,16/11/2021 17:23,,
3485,3,72915,15/11/2020 18:22,16/11/2021 18:22,,
3488,3,28472,15/11/2020 20:53,16/11/2021 20:53,,
3496,2,30194,22/11/2020 07:14,25/5/2021 07:14,,
3497,2,29657,22/11/2020 11:12,25/5/2021 11:12,,
3499,2,51185,22/11/2020 13:36,25/5/2021 13:36,,
3501,2,44675,24/11/2020 10:04,27/5/2021 10:04,,
3503,2,71667,26/11/2020 15:53,29/5/2021 15:53,,
3504,2,71614,27/11/2020 20:25,30/5/2021 20:25,,
3505,2,73496,30/11/2020 09:52,2/6/2021 09:52,,
3506,3,46005,30/11/2020 14:52,1/12/2021 14:52,,
3508,2,19115,1/12/2020 20:45,3/6/2021 20:45,,
3517,3,56986,12/12/2020 13:22,13/12/2021 13:22,,
3518,2,21516,12/12/2020 18:27,14/6/2021 18:27,,
3519,3,79749,14/12/2020 10:03,15/12/2021 10:03,,
3523,2,29953,16/12/2020 21:18,18/6/2021 21:18,,
3525,3,12560,19/12/2020 18:36,20/12/2021 18:36,,
3527,3,41541,21/12/2020 13:05,22/12/2021 13:05,,
3529,3,54064,23/12/2020 14:09,24/12/2021 14:09,,
3530,2,57815,23/12/2020 17:06,25/6/2021 17:06,,
3531,3,45156,23/12/2020 19:21,24/12/2021 19:21,,
3533,3,54390,24/12/2020 15:02,25/12/2021 15:02,,
3534,2,22079,26/12/2020 13:04,28/6/2021 13:04,,
3535,2,37049,26/12/2020 17:33,28/6/2021 17:33,,
3536,2,19456,30/12/2020 09:51,2/7/2021 09:51,,
3541,3,23466,2/1/2021 12:58,3/1/2022 12:58,,
3542,2,59291,3/1/2021 18:11,6/7/2021 18:11,,
3544,3,36460,4/1/2021 10:24,5/1/2022 10:24,,
3545,2,29549,4/1/2021 12:26,7/7/2021 12:26,,
3546,2,40811,16/3/2021 11:50,16/9/2021 11:50,,
