id,created_at,is_by_new_user,last_payment_total_price,last_payment_total_price_eur,total_pharmacy,total_pharmacy_eur,user_id,status_finished_at,shipping_date,time_slot_start,time_slot_end
2519344,10/4/2023 12:24,0,47.28,24.17,0,0,90938,10/4/2023 15:35,10/4/2023,1500,1600
2520032,10/4/2023 15:52,0,71.71,36.66,0,0,117728,10/4/2023 18:00,10/4/2023,1800,1900
2511069,7/4/2023 09:22,0,151.64,77.53,0,0,162287,10/4/2023 09:46,10/4/2023,1000,1100
2519486,10/4/2023 13:06,0,221.07,113.03,0,0,57202,10/4/2023 17:39,10/4/2023,1700,1800
2519974,10/4/2023 15:33,0,198.75,101.62,0,0,9848,10/4/2023 18:14,10/4/2023,1800,1900
2520226,10/4/2023 16:47,0,100.88,51.58,0,0,55144,10/4/2023 19:58,10/4/2023,1900,2000
2520512,10/4/2023 18:49,0,38.17,19.52,0,0,94937,10/4/2023 20:47,10/4/2023,2100,2200
2519537,10/4/2023 13:22,0,55.1,28.17,0,0,36972,10/4/2023 16:42,10/4/2023,1600,1700
2518904,10/4/2023 10:05,0,115.44,59.03,0,0,134190,10/4/2023 13:57,10/4/2023,1300,1400
2518839,10/4/2023 09:44,0,364.1,186.17,0,0,68630,10/4/2023 14:19,10/4/2023,1400,1500
2520998,11/4/2023 00:04,0,208.2,106.46,0,0,101328,11/4/2023 09:29,11/4/2023,1000,1100
2519285,10/4/2023 12:09,0,206.11,105.38,0,0,106902,11/4/2023 08:42,11/4/2023,900,1000
2521459,11/4/2023 10:19,1,26.35,13.47,0,0,179272,11/4/2023 13:37,11/4/2023,1300,1400
2521574,11/4/2023 11:04,0,106.94,54.68,0,0,55358,11/4/2023 14:17,11/4/2023,1400,1500
2521240,11/4/2023 08:58,0,38.28,19.57,0,0,99075,11/4/2023 11:18,11/4/2023,1100,1200
2520617,10/4/2023 19:53,0,159.71,81.66,52.51,26.84,43204,11/4/2023 09:18,11/4/2023,900,1000
2520543,10/4/2023 19:03,0,87.01,44.48,0,0,146932,11/4/2023 08:05,11/4/2023,800,900
2520860,10/4/2023 22:24,0,224.11,114.59,0,0,50842,11/4/2023 09:44,11/4/2023,900,1000
2521797,11/4/2023 12:12,0,157.69,80.63,0,0,76587,11/4/2023 18:01,11/4/2023,1800,1900
2521285,11/4/2023 09:16,1,27.21,13.91,0,0,176520,11/4/2023 11:19,11/4/2023,1100,1200
2521908,11/4/2023 12:46,0,154.87,79.19,0,0,154824,11/4/2023 16:14,11/4/2023,1600,1700
2522346,11/4/2023 15:05,0,103.41,52.87,0,0,46696,11/4/2023 19:23,11/4/2023,1900,2000
2522985,11/4/2023 18:57,0,151.07,77.24,0,0,63150,11/4/2023 21:39,11/4/2023,2200,2300
2523018,11/4/2023 19:09,0,38.7,19.79,0,0,7832,12/4/2023 10:46,12/4/2023,1000,1100
2523689,12/4/2023 07:34,0,73.23,37.44,0,0,144353,12/4/2023 10:21,12/4/2023,1100,1200
2522817,11/4/2023 17:54,0,50.89,26.02,0,0,61904,12/4/2023 07:26,12/4/2023,800,900
2523250,11/4/2023 21:20,0,43.83,22.41,0,0,76398,12/4/2023 11:00,12/4/2023,1100,1200
2525387,12/4/2023 17:32,1,38.36,19.61,0,0,179450,12/4/2023 19:19,12/4/2023,2000,2100
2523072,11/4/2023 19:39,0,235.73,120.52,0,0,164054,12/4/2023 09:11,12/4/2023,1000,1100
2523790,12/4/2023 08:49,0,35.84,18.32,0,0,63844,12/4/2023 12:03,12/4/2023,1200,1300
2524119,12/4/2023 10:38,0,51.27,26.22,0,0,123907,12/4/2023 13:56,12/4/2023,1400,1500
2523368,11/4/2023 22:28,0,126.84,64.85,18.57,9.49,53480,12/4/2023 12:06,12/4/2023,1200,1300
2524293,12/4/2023 11:32,0,45.08,23.05,0,0,12938,12/4/2023 14:22,12/4/2023,1400,1500
2524038,12/4/2023 10:14,0,41.45,21.19,0,0,10783,12/4/2023 12:49,12/4/2023,1300,1400
2521586,11/4/2023 11:09,1,106.15,54.27,0,0,179281,12/4/2023 19:11,12/4/2023,1900,2000
2524483,12/4/2023 12:32,0,165.79,84.77,0,0,108547,12/4/2023 19:04,12/4/2023,1900,2000
2524884,12/4/2023 14:43,0,124.4,63.6,0,0,127923,12/4/2023 17:51,12/4/2023,1700,1800
2524977,12/4/2023 15:11,0,34.66,17.72,0,0,41822,12/4/2023 18:45,12/4/2023,1800,1900
2523291,11/4/2023 21:53,1,74.51,38.09,0,0,179368,12/4/2023 09:15,12/4/2023,900,1000
2523760,12/4/2023 08:28,1,43,21.98,0,0,179387,12/4/2023 15:01,12/4/2023,1500,1600
2525445,12/4/2023 18:01,0,117.68,60.17,0,0,43560,12/4/2023 21:38,12/4/2023,2100,2200
2523988,12/4/2023 10:03,0,283.86,145.14,0,0,89473,13/4/2023 11:04,13/4/2023,1100,1200
2527142,13/4/2023 12:18,0,33.96,17.37,0,0,18482,13/4/2023 14:02,13/4/2023,1400,1500
2527360,13/4/2023 13:22,0,38.47,19.67,0,0,50984,13/4/2023 15:20,13/4/2023,1600,1700
2526823,13/4/2023 10:45,0,110.59,56.54,0,0,147140,13/4/2023 13:20,13/4/2023,1300,1400
2527092,13/4/2023 12:03,0,138.48,70.8,0,0,97351,13/4/2023 19:13,13/4/2023,1900,2000
2527356,13/4/2023 13:22,0,141.79,72.49,0,0,23184,13/4/2023 19:38,13/4/2023,2000,2100
2526555,13/4/2023 09:23,0,83.96,42.92,0,0,34325,13/4/2023 14:19,13/4/2023,1500,1600
2527062,13/4/2023 11:56,0,82.05,41.95,0,0,79460,13/4/2023 18:27,13/4/2023,1800,1900
2527444,13/4/2023 13:47,0,89.93,45.98,5.64,2.88,143189,13/4/2023 19:39,13/4/2023,1900,2000
2525659,12/4/2023 19:23,0,97.44,49.82,0,0,172312,13/4/2023 14:10,13/4/2023,1400,1500
2526701,13/4/2023 10:09,0,130.98,66.97,0,0,142388,13/4/2023 13:15,13/4/2023,1300,1400
2526321,13/4/2023 07:19,0,54.43,27.83,0,0,68816,13/4/2023 11:15,13/4/2023,1100,1200
2527476,13/4/2023 13:56,0,95.09,48.62,0,0,37626,13/4/2023 16:17,13/4/2023,1600,1700
2530712,14/4/2023 16:02,0,49.28,25.2,0,0,132768,14/4/2023 18:51,14/4/2023,1900,2000
2530778,14/4/2023 16:21,0,82.31,42.09,0,0,145098,14/4/2023 18:41,14/4/2023,1900,2000
2530839,14/4/2023 16:41,0,104.75,53.56,0,0,81132,14/4/2023 19:22,14/4/2023,2000,2100
2521115,11/4/2023 07:12,0,171.84,87.86,0,0,84686,14/4/2023 09:00,14/4/2023,900,1000
2528707,13/4/2023 22:26,0,132.32,67.66,0,0,73548,14/4/2023 10:06,14/4/2023,1000,1100
2527567,13/4/2023 14:26,0,431.44,220.6,0,0,73281,14/4/2023 08:17,14/4/2023,800,900
2528889,14/4/2023 00:48,0,52.91,27.05,0,0,7755,14/4/2023 10:03,14/4/2023,1000,1100
2529108,14/4/2023 08:41,0,120.24,61.48,0,0,7615,14/4/2023 12:17,14/4/2023,1200,1300
2531073,14/4/2023 17:55,0,152.55,78,0,0,54920,14/4/2023 20:27,14/4/2023,2100,2200
2529770,14/4/2023 12:10,0,131.92,67.45,22.13,11.31,46202,14/4/2023 15:58,14/4/2023,1500,1600
2527674,13/4/2023 15:06,0,274.2,140.2,0,0,71794,14/4/2023 12:23,14/4/2023,1200,1300
2529827,14/4/2023 12:28,0,101.92,52.11,0,0,101757,14/4/2023 15:16,14/4/2023,1500,1600
2531061,14/4/2023 17:51,0,131.86,67.42,6.86,3.51,53493,14/4/2023 21:35,14/4/2023,2100,2200
2530231,14/4/2023 14:11,1,55.94,28.6,22.82,11.67,179625,14/4/2023 17:05,14/4/2023,1700,1800
2529381,14/4/2023 10:23,1,75.57,38.64,0,0,179597,14/4/2023 12:17,14/4/2023,1300,1400
2531918,15/4/2023 08:32,0,157.29,80.42,0,0,149789,15/4/2023 12:04,15/4/2023,1200,1300
2532366,15/4/2023 11:50,0,100.63,51.45,0,0,56922,15/4/2023 14:00,15/4/2023,1400,1500
2531283,14/4/2023 19:15,0,83,42.44,0,0,108751,15/4/2023 09:37,15/4/2023,900,1000
2532422,15/4/2023 12:12,0,28.7,14.68,0,0,24186,15/4/2023 16:05,15/4/2023,1600,1700
2532072,15/4/2023 09:56,0,80.25,41.03,0,0,101716,15/4/2023 13:00,15/4/2023,1200,1300
2531676,14/4/2023 23:10,0,116.1,59.36,0,0,124908,15/4/2023 10:07,15/4/2023,1100,1200
2531395,14/4/2023 20:07,0,61.58,31.48,0,0,94235,15/4/2023 10:29,15/4/2023,1100,1200
2531730,15/4/2023 00:07,0,56.58,28.93,0,0,33327,15/4/2023 12:37,15/4/2023,1200,1300
2533171,15/4/2023 17:53,0,42.47,21.72,0,0,68878,15/4/2023 21:04,15/4/2023,2100,2200
2532394,15/4/2023 12:01,0,88.44,45.22,0,0,58888,15/4/2023 14:39,15/4/2023,1400,1500
2530576,14/4/2023 15:31,0,88.07,45.03,0,0,60040,15/4/2023 10:09,15/4/2023,1000,1100
2532347,15/4/2023 11:44,0,104.78,53.57,25.89,13.24,111222,15/4/2023 20:27,15/4/2023,2000,2100
2529500,14/4/2023 10:55,0,154,78.74,0,0,175659,15/4/2023 20:12,15/4/2023,2000,2100
2531441,14/4/2023 20:29,0,32.44,16.59,0,0,16732,15/4/2023 09:36,15/4/2023,1000,1100
2531802,15/4/2023 01:55,0,208.17,106.44,0,0,65562,15/4/2023 16:12,15/4/2023,1600,1700
2535010,17/4/2023 12:00,0,73.87,37.77,0,0,145741,17/4/2023 16:54,17/4/2023,1700,1800
2534180,17/4/2023 02:40,0,29.14,14.9,0,0,78739,17/4/2023 12:04,17/4/2023,1200,1300
2534525,17/4/2023 10:02,0,54.21,27.71,0,0,64766,17/4/2023 13:55,17/4/2023,1400,1500
2533971,16/4/2023 22:14,0,142.07,72.64,37.04,18.94,108751,17/4/2023 12:12,17/4/2023,1200,1300
2535601,17/4/2023 14:13,0,146.75,75.03,0,0,14728,17/4/2023 19:26,17/4/2023,1900,2000
2535793,17/4/2023 15:04,0,102.29,52.3,6.76,3.46,104252,17/4/2023 20:28,17/4/2023,2000,2100
2531435,14/4/2023 20:23,0,23.56,12.05,0,0,160274,17/4/2023 08:49,17/4/2023,900,1000
2535284,17/4/2023 13:03,0,49.42,25.27,0,0,29729,17/4/2023 17:16,17/4/2023,1700,1800
2535519,17/4/2023 13:52,0,111.68,57.1,0,0,179177,17/4/2023 19:24,17/4/2023,1900,2000
2533768,16/4/2023 19:21,0,263.86,134.91,0,0,130763,17/4/2023 17:24,17/4/2023,1700,1800
2533892,16/4/2023 21:07,1,58.31,29.82,0,0,179800,17/4/2023 08:33,17/4/2023,900,1000
2536950,18/4/2023 01:31,0,207.83,106.26,41.63,21.28,11302,18/4/2023 16:52,18/4/2023,1600,1700
2538087,18/4/2023 13:02,0,106.96,54.68,0,0,31337,18/4/2023 19:06,18/4/2023,1900,2000
2538127,18/4/2023 13:12,0,76.03,38.88,0,0,111960,18/4/2023 17:19,18/4/2023,1700,1800
2537495,18/4/2023 10:32,0,71.57,36.6,0,0,126791,18/4/2023 12:53,18/4/2023,1300,1400
2537389,18/4/2023 10:08,0,161.42,82.53,0,0,169518,18/4/2023 13:00,18/4/2023,1300,1400
2537774,18/4/2023 11:41,0,107.62,55.03,0,0,82299,18/4/2023 18:27,18/4/2023,1800,1900
2538818,18/4/2023 16:21,0,224.93,115,30.67,15.68,45472,18/4/2023 20:52,18/4/2023,2000,2100
2536043,17/4/2023 16:18,0,44.91,22.96,0,0,144353,18/4/2023 09:54,18/4/2023,900,1000
2537741,18/4/2023 11:35,0,142.87,73.04,0,0,27698,19/4/2023 09:47,19/4/2023,900,1000
2540109,19/4/2023 10:12,0,132.16,67.57,0,0,70892,19/4/2023 12:17,19/4/2023,1300,1400
2539311,18/4/2023 19:48,0,171.68,87.78,0,0,46306,19/4/2023 09:18,19/4/2023,900,1000
2539666,18/4/2023 23:58,0,326.46,166.92,0,0,12752,19/4/2023 14:20,19/4/2023,1400,1500
2540438,19/4/2023 11:51,0,201.26,102.9,0,0,107660,19/4/2023 14:44,19/4/2023,1400,1500
2540055,19/4/2023 09:51,0,46.02,23.52,0,0,9312,19/4/2023 12:41,19/4/2023,1200,1300
2539894,19/4/2023 08:41,0,80.84,41.33,0,0,39227,19/4/2023 11:39,19/4/2023,1100,1200
2541240,19/4/2023 16:10,0,107.9,55.17,0,0,160912,19/4/2023 18:34,19/4/2023,1900,2000
2541089,19/4/2023 15:20,0,140.39,71.78,0,0,104639,19/4/2023 17:03,19/4/2023,1700,1800
2540593,19/4/2023 12:34,0,161.98,82.82,0,0,71745,19/4/2023 15:02,19/4/2023,1500,1600
2540445,19/4/2023 11:54,0,125.04,63.93,10.15,5.19,44171,19/4/2023 14:19,19/4/2023,1400,1500
2540365,19/4/2023 11:31,0,67.21,34.36,0,0,38686,19/4/2023 14:00,19/4/2023,1400,1500
2536806,17/4/2023 23:04,0,51.08,26.12,0,0,156884,19/4/2023 17:11,19/4/2023,1700,1800
2541196,19/4/2023 15:51,0,63.19,32.31,0,0,151906,19/4/2023 19:58,19/4/2023,1900,2000
2543452,20/4/2023 13:53,0,146.34,74.82,0,0,24197,20/4/2023 19:37,20/4/2023,1900,2000
2544129,20/4/2023 17:34,0,107.72,55.08,0,0,104816,20/4/2023 20:46,20/4/2023,2000,2100
2541732,19/4/2023 19:11,0,221.83,113.42,47.67,24.37,44807,20/4/2023 12:01,20/4/2023,1200,1300
2542088,19/4/2023 23:14,0,113.47,58.02,25.73,13.15,60605,20/4/2023 13:10,20/4/2023,1300,1400
2543197,20/4/2023 12:40,0,54.79,28.01,0,0,128964,20/4/2023 15:12,20/4/2023,1600,1700
2543889,20/4/2023 16:01,0,123.28,63.03,0,0,24369,20/4/2023 19:59,20/4/2023,1900,2000
2542069,19/4/2023 22:58,0,136.93,70.01,0,0,101328,20/4/2023 10:43,20/4/2023,1000,1100
2543621,20/4/2023 14:44,0,109.06,55.76,0,0,70176,20/4/2023 19:01,20/4/2023,1900,2000
2543730,20/4/2023 15:16,0,35.52,18.16,0,0,58365,20/4/2023 18:32,20/4/2023,1800,1900
2543950,20/4/2023 16:23,0,102.98,52.66,29.31,14.99,41412,20/4/2023 19:19,20/4/2023,1900,2000
2542554,20/4/2023 09:29,0,200.43,102.48,0,0,58576,20/4/2023 11:51,20/4/2023,1200,1300
2543263,20/4/2023 12:57,0,100.45,51.36,0,0,149290,20/4/2023 15:15,20/4/2023,1500,1600
2543987,20/4/2023 16:41,0,106.91,54.66,0,0,137166,20/4/2023 20:40,20/4/2023,2000,2100
2542336,20/4/2023 07:47,0,82.38,42.12,0,0,72259,20/4/2023 11:38,20/4/2023,1200,1300
2542215,20/4/2023 01:41,0,57.32,29.3,0,0,165626,20/4/2023 18:39,20/4/2023,1800,1900
2544686,20/4/2023 23:30,0,123.49,63.14,0,0,58881,21/4/2023 13:14,21/4/2023,1300,1400
2545876,21/4/2023 14:09,0,207.46,106.07,0,0,70648,21/4/2023 16:09,21/4/2023,1600,1700
2545973,21/4/2023 14:40,0,134.89,68.97,0,0,9090,21/4/2023 20:02,21/4/2023,2000,2100
2545010,21/4/2023 09:15,0,51.82,26.49,0,0,176400,21/4/2023 11:05,21/4/2023,1100,1200
2546199,21/4/2023 15:48,0,104.42,53.39,0,0,111687,21/4/2023 21:01,21/4/2023,2100,2200
2546449,21/4/2023 17:03,0,49.85,25.48,0,0,127860,21/4/2023 19:49,21/4/2023,2000,2100
2546034,21/4/2023 14:55,0,69.41,35.49,0,0,80437,21/4/2023 17:28,21/4/2023,1700,1800
2545661,21/4/2023 12:59,0,41.3,21.11,0,0,83974,21/4/2023 17:09,21/4/2023,1700,1800
2545786,21/4/2023 13:45,0,128.66,65.79,0,0,22767,21/4/2023 15:59,21/4/2023,1600,1700
2545687,21/4/2023 13:11,0,383.5,196.09,0,0,155942,21/4/2023 20:38,21/4/2023,2000,2100
2545347,21/4/2023 11:08,1,49.81,25.46,0,0,180226,21/4/2023 13:07,21/4/2023,1300,1400
2544509,20/4/2023 21:32,0,81.26,41.54,0,0,44660,21/4/2023 08:57,21/4/2023,900,1000
2544608,20/4/2023 22:32,0,56.33,28.8,0,0,43668,21/4/2023 10:44,21/4/2023,1000,1100
2546464,21/4/2023 17:11,0,146.98,75.15,27.29,13.95,7755,21/4/2023 20:28,21/4/2023,2000,2100
2544885,21/4/2023 07:51,0,288.86,147.69,0,0,106939,21/4/2023 15:21,21/4/2023,1500,1600
2548441,22/4/2023 15:02,0,166.45,85.11,0,0,9840,22/4/2023 17:26,22/4/2023,1700,1800
2547718,22/4/2023 11:06,0,51.83,26.5,0,0,138847,22/4/2023 13:22,22/4/2023,1300,1400
2547807,22/4/2023 11:37,0,306.47,156.7,0,0,55988,22/4/2023 20:36,22/4/2023,2000,2100
2548613,22/4/2023 15:57,0,146.14,74.72,0,0,31902,22/4/2023 18:49,22/4/2023,1900,2000
2547010,21/4/2023 21:52,0,55.56,28.4,0,0,54087,22/4/2023 09:36,22/4/2023,900,1000
2547553,22/4/2023 10:07,0,83.3,42.59,3.49,1.78,100912,22/4/2023 16:06,22/4/2023,1600,1700
2548563,22/4/2023 15:40,1,113.16,57.85,0,0,180327,22/4/2023 21:02,22/4/2023,2100,2200
2549022,22/4/2023 18:34,0,179.6,91.83,0,0,30534,22/4/2023 21:38,22/4/2023,2100,2200
2548685,22/4/2023 16:20,0,167.56,85.67,23.48,12.01,44520,22/4/2023 19:24,22/4/2023,1900,2000
2548763,22/4/2023 16:53,0,57.23,29.26,0,0,90118,22/4/2023 18:54,22/4/2023,1900,2000
2546916,21/4/2023 20:54,0,160.83,82.23,72.62,37.13,88403,22/4/2023 10:15,22/4/2023,1000,1100
2547545,22/4/2023 10:03,0,76.73,39.23,0,0,35814,22/4/2023 13:46,22/4/2023,1300,1400
2540658,19/4/2023 12:56,0,192.58,98.47,0,0,152360,22/4/2023 11:24,22/4/2023,1100,1200
2549657,23/4/2023 04:55,0,105.84,54.12,0,0,110814,23/4/2023 13:05,23/4/2023,1300,1400
2550230,23/4/2023 11:19,0,192.59,98.47,0,0,39949,23/4/2023 17:05,23/4/2023,1700,1800
2550730,23/4/2023 13:47,0,138.02,70.57,0,0,103198,23/4/2023 16:01,23/4/2023,1600,1700
2551530,23/4/2023 17:53,0,73.04,37.34,0,0,40640,23/4/2023 21:17,23/4/2023,2100,2200
2551535,23/4/2023 17:55,0,71.97,36.8,0,0,97033,23/4/2023 20:59,23/4/2023,2100,2200
2550343,23/4/2023 11:50,0,124.17,63.49,0,0,144579,23/4/2023 21:04,23/4/2023,2100,2200
2550802,23/4/2023 14:07,0,280.33,143.34,0,0,91508,23/4/2023 20:32,23/4/2023,2100,2200
2550488,23/4/2023 12:33,0,98.13,50.17,0,0,142971,23/4/2023 15:10,23/4/2023,1500,1600
2550740,23/4/2023 13:51,0,134.8,68.92,0,0,49573,23/4/2023 16:43,23/4/2023,1600,1700
2551164,23/4/2023 16:01,0,165.5,84.62,0,0,11334,23/4/2023 18:56,23/4/2023,1900,2000
2551327,23/4/2023 16:42,0,80.14,40.98,32.77,16.76,60078,23/4/2023 20:36,23/4/2023,2000,2100
2550069,23/4/2023 10:33,0,118.81,60.75,0,0,88521,23/4/2023 13:39,23/4/2023,1300,1400
2550933,23/4/2023 14:55,0,190.32,97.31,47.7,24.39,85218,23/4/2023 18:13,23/4/2023,1800,1900
2549636,23/4/2023 02:56,0,110.59,56.55,0,0,22437,23/4/2023 12:13,23/4/2023,1200,1300
2549645,23/4/2023 03:59,0,127.67,65.28,0,0,23648,23/4/2023 13:35,23/4/2023,1400,1500
2549967,23/4/2023 09:59,0,130.27,66.6,0,0,173134,23/4/2023 13:13,23/4/2023,1300,1400
2551912,23/4/2023 21:04,0,132.83,67.92,0,0,137062,24/4/2023 08:52,24/4/2023,900,1000
2552390,24/4/2023 08:35,0,143.05,73.14,0,0,38146,24/4/2023 10:51,24/4/2023,1100,1200
2552895,24/4/2023 11:35,0,44.72,22.87,0,0,60406,24/4/2023 14:08,24/4/2023,1400,1500
2553157,24/4/2023 12:52,0,109.13,55.8,0,0,136276,24/4/2023 15:47,24/4/2023,1500,1600
2552995,24/4/2023 12:03,0,183.59,93.87,0,0,28678,24/4/2023 15:23,24/4/2023,1500,1600
2551887,23/4/2023 20:49,0,99.1,50.67,0,0,64658,24/4/2023 09:36,24/4/2023,900,1000
2553175,24/4/2023 12:57,0,63.31,32.37,0,0,169532,24/4/2023 15:22,24/4/2023,1500,1600
2546451,21/4/2023 17:05,1,58.78,30.05,0,0,180258,24/4/2023 09:56,24/4/2023,900,1000
2552032,23/4/2023 22:19,0,145.19,74.24,0,0,52833,24/4/2023 10:50,24/4/2023,1000,1100
2552123,23/4/2023 23:24,0,143.65,73.45,0,0,45135,24/4/2023 10:52,24/4/2023,1000,1100
2546136,21/4/2023 15:32,0,85.82,43.88,0,0,174696,24/4/2023 09:38,24/4/2023,1000,1100
2552568,24/4/2023 09:52,0,76.15,38.93,0,0,48569,24/4/2023 18:21,24/4/2023,1800,1900
2554111,24/4/2023 18:14,0,117.93,60.29,0,0,175332,24/4/2023 21:59,24/4/2023,2100,2200
2551539,23/4/2023 17:57,0,49.61,25.37,0,0,45686,24/4/2023 10:07,24/4/2023,1000,1100
2553133,24/4/2023 12:45,0,72.03,36.82,0,0,132156,24/4/2023 16:14,24/4/2023,1600,1700
2555017,25/4/2023 09:30,0,134.5,68.77,0,0,8716,25/4/2023 12:16,25/4/2023,1200,1300
2555282,25/4/2023 10:44,0,30.46,15.57,0,0,25586,25/4/2023 12:46,25/4/2023,1300,1400
2556503,25/4/2023 16:52,0,140.47,71.82,0,0,111457,25/4/2023 20:28,25/4/2023,2000,2100
2556602,25/4/2023 17:36,0,122.84,62.81,0,0,164335,25/4/2023 20:00,25/4/2023,2100,2200
2554262,24/4/2023 19:30,0,137.36,70.23,0,0,31350,25/4/2023 09:03,25/4/2023,900,1000
2554915,25/4/2023 08:49,0,114.32,58.45,0,0,162454,25/4/2023 12:35,25/4/2023,1200,1300
2556656,25/4/2023 17:58,0,68.17,34.86,30.38,15.53,29887,25/4/2023 21:22,25/4/2023,2100,2200
2554812,25/4/2023 07:58,0,78.1,39.93,0,0,41255,25/4/2023 16:43,25/4/2023,1600,1700
2555028,25/4/2023 09:34,0,31.93,16.33,0,0,163037,25/4/2023 16:14,25/4/2023,1600,1700
2555556,25/4/2023 12:12,0,100.9,51.59,0,0,59342,25/4/2023 15:03,25/4/2023,1500,1600
2555909,25/4/2023 14:04,0,75.55,38.63,0,0,23412,25/4/2023 18:28,25/4/2023,1800,1900
2556450,25/4/2023 16:35,0,56.85,29.07,0,0,176454,25/4/2023 20:32,25/4/2023,2000,2100
2554617,24/4/2023 23:23,0,157.67,80.61,0,0,7939,25/4/2023 10:00,25/4/2023,1000,1100
2555915,25/4/2023 14:05,0,78.77,40.27,0,0,49894,25/4/2023 17:33,25/4/2023,1700,1800
2554665,25/4/2023 00:05,0,60.29,30.82,0,0,32116,25/4/2023 10:18,25/4/2023,1000,1100
2556483,25/4/2023 16:47,0,147.69,75.52,0,0,142991,25/4/2023 20:22,25/4/2023,2000,2100
2554264,24/4/2023 19:31,0,165.41,84.57,0,0,170955,25/4/2023 08:50,25/4/2023,900,1000
2556034,25/4/2023 14:41,0,103.19,52.77,0,0,83145,25/4/2023 17:32,25/4/2023,1700,1800
2556641,25/4/2023 17:51,0,110.57,56.53,0,0,17709,25/4/2023 20:51,25/4/2023,2000,2100
2552997,24/4/2023 12:04,0,42.64,21.8,0,0,161150,25/4/2023 09:36,25/4/2023,1000,1100
2554710,25/4/2023 01:10,0,281.74,144.05,0,0,46879,25/4/2023 17:18,25/4/2023,1700,1800
2558492,26/4/2023 15:00,0,103.37,52.86,0,0,110836,26/4/2023 16:56,26/4/2023,1700,1800
2556917,25/4/2023 20:30,0,116.73,59.68,0,0,88925,26/4/2023 09:43,26/4/2023,900,1000
2556385,25/4/2023 16:21,0,189.67,96.98,0,0,28923,26/4/2023 11:29,26/4/2023,1200,1300
2556225,25/4/2023 15:47,0,123.23,63.01,0,0,96012,26/4/2023 10:12,26/4/2023,1000,1100
2557501,26/4/2023 09:12,0,61.89,31.64,0,0,36950,26/4/2023 14:40,26/4/2023,1500,1600
2558674,26/4/2023 16:01,0,79.46,40.63,4.75,2.43,50154,26/4/2023 19:06,26/4/2023,1900,2000
2556616,25/4/2023 17:43,0,140.76,71.96,0,0,54249,26/4/2023 09:45,26/4/2023,1000,1100
2558272,26/4/2023 13:44,0,128.3,65.6,0,0,170468,26/4/2023 19:28,26/4/2023,1900,2000
2558926,26/4/2023 17:45,0,150.44,76.92,0,0,8127,26/4/2023 20:27,26/4/2023,2000,2100
2557204,25/4/2023 23:19,0,40.97,20.95,0,0,171650,26/4/2023 10:24,26/4/2023,1000,1100
2557178,25/4/2023 23:04,0,54.66,27.95,0,0,72764,26/4/2023 10:19,26/4/2023,1000,1100
2556915,25/4/2023 20:30,0,59.31,30.32,0,0,147499,26/4/2023 20:12,26/4/2023,2000,2100
2558718,26/4/2023 16:19,0,223.89,114.48,0,0,41643,26/4/2023 19:30,26/4/2023,1900,2000
2557622,26/4/2023 10:03,0,111.35,56.93,53.23,27.21,152190,26/4/2023 12:02,26/4/2023,1200,1300
2557692,26/4/2023 10:22,0,114.65,58.62,0,0,156583,26/4/2023 13:17,26/4/2023,1300,1400
2558135,26/4/2023 12:53,0,231.72,118.47,0,0,47139,26/4/2023 14:40,26/4/2023,1500,1600
2490134,30/3/2023 13:36,0,33.69,17.22,0,0,106076,30/3/2023 19:49,30/3/2023,1900,2000
2523199,11/4/2023 20:45,0,178.91,91.48,0,0,124681,12/4/2023 19:25,12/4/2023,1900,2000
2529544,14/4/2023 11:05,0,208.29,106.5,0,0,99106,14/4/2023 18:13,14/4/2023,1900,2000
2540955,19/4/2023 14:33,0,110.33,56.41,0,0,69307,19/4/2023 18:22,19/4/2023,1800,1900
2541323,19/4/2023 16:38,0,200.37,102.45,0,0,178262,19/4/2023 20:21,19/4/2023,2000,2100
2547750,22/4/2023 11:18,1,89.36,45.69,0,0,180298,22/4/2023 19:46,22/4/2023,1900,2000
2553132,24/4/2023 12:45,0,116.95,59.8,0,0,51202,24/4/2023 22:04,24/4/2023,2200,2300
2559603,27/4/2023 04:37,0,66,33.74,28.97,14.81,164903,27/4/2023 14:00,27/4/2023,1400,1500
2560961,27/4/2023 15:30,0,119.31,61,0,0,65235,27/4/2023 16:52,27/4/2023,1700,1800
2560994,27/4/2023 15:41,0,89.32,45.66,0,0,39482,27/4/2023 18:25,27/4/2023,1800,1900
2561407,27/4/2023 18:25,0,124.64,63.72,0,0,86539,27/4/2023 21:23,27/4/2023,2100,2200
2560801,27/4/2023 14:24,0,108.6,55.53,0,0,110548,27/4/2023 17:20,27/4/2023,1700,1800
2561219,27/4/2023 17:04,0,34.54,17.66,0,0,104063,27/4/2023 20:24,27/4/2023,2000,2100
2559676,27/4/2023 07:36,0,55.62,28.44,0,0,102029,27/4/2023 10:27,27/4/2023,1000,1100
2556891,25/4/2023 20:13,0,214.5,109.68,58.64,29.98,40639,27/4/2023 19:08,27/4/2023,1900,2000
2560880,27/4/2023 14:57,0,90.14,46.09,0,0,57370,27/4/2023 17:41,27/4/2023,1700,1800
2559459,26/4/2023 23:13,0,88.82,45.41,0,0,99401,27/4/2023 09:42,27/4/2023,1000,1100
2561446,27/4/2023 18:47,0,139.87,71.52,0,0,70037,27/4/2023 21:48,27/4/2023,2100,2200
2559857,27/4/2023 09:21,0,51.07,26.11,0,0,80502,27/4/2023 12:07,27/4/2023,1200,1300
